customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1866-OROKC,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.97,2615.45,Yes
4871-DCXAC,Female,0,No,No,71,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.77,5299.98,No
8023-KMQNN,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,109.46,1963.58,No
4999-JLEQI,Male,1,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,63.79,1480.04,No
7479-UQQSQ,Male,0,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),57.65,2726.84,No
9506-IXPMS,Male,0,Yes,No,65,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,57.9,3768.54,No
2020-GRIXC,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),59.02,4059.61,Yes
5227-MEZEM,Male,0,No,Yes,12,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.38,1193.8,Yes
8923-BLCDH,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.42,1222.22,Yes
8375-PEXON,Female,0,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),105.14,7348.65,No
7307-CEXFC,Male,1,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.57,3372.15,No
5990-WQMJQ,Male,1,Yes,Yes,51,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,68.37,3487.68,Yes
2333-VIAHG,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),62.48,1905.98,No
7926-ADVLT,Male,1,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,118.34,7372.42,Yes
4315-DINMY,Female,1,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),116.98,1420.36,No
9017-VXRYU,Male,1,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),114.27,6626.07,No
8774-SOYEO,Female,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,44.31,3084.98,No
4030-EAFXU,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,32.1,893.17,No
9146-BFFGQ,Female,1,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),47.98,2122.32,No
1496-CSHOZ,Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.33,73.65,No
1328-CDYSC,Male,1,No,No,67,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,43.18,2927.58,No
1967-OGUXD,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),61.77,4283.73,Yes
6427-EEHTZ,Male,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),44.62,1764.11,No
4181-JALZN,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,101.34,3180.7,No
3765-GQCDS,Female,1,Yes,Yes,36,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),81.07,2949.28,Yes
8414-XCSMW,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),46.43,766.63,No
9075-VSRAP,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,26.88,265.16,No
6179-ZNHJM,Female,0,Yes,Yes,60,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.37,4492.83,Yes
5649-RGKOJ,Female,0,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,112.2,,No
9932-MJAAT,Female,0,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,85.69,3346.59,No
9039-TNFMC,Male,1,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,97.04,1657.13,Yes
8364-NTWSA,Female,1,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,103.14,1723.89,No
3162-CMUMQ,Female,1,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,106.68,4471.41,No
8642-PLYVF,Male,0,No,No,21,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.0,1255.7,Yes
2566-TATLM,Female,0,No,Yes,15,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),21.71,306.06,No
7759-MJLOW,Female,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,54.38,376.46,No
4546-DVWWU,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),116.42,4307.68,Yes
7690-AWEPV,Female,0,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,102.93,6981.88,No
1601-PRIBD,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,30.74,2051.59,No
5928-ZOVKJ,Female,1,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),39.5,705.16,No
8847-KDWNP,Male,1,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,75.56,2119.38,No
4564-RDZVX,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),80.69,4063.3,No
9506-YHMKV,Male,1,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,91.23,225.55,Yes
9878-KNRYL,Female,1,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,66.46,3033.28,No
9147-ODQVF,Male,1,No,Yes,55,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),88.27,4866.77,No
8135-UYXTK,Female,0,No,Yes,29,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,60.26,,Yes
4451-ZMJQK,Female,0,Yes,No,69,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.75,3471.48,No
8149-KPFNI,Male,1,No,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.2,2295.76,No
5883-ZTNBO,Male,0,No,Yes,50,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,42.92,2157.22,Yes
6984-DWONU,Male,1,Yes,Yes,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.84,392.51,Yes
3186-DWQND,Female,0,Yes,No,19,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),109.88,2106.48,No
6168-WTVXU,Male,1,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.91,2974.63,Yes
4865-HPWQT,Female,1,No,No,16,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),25.0,447.63,No
1202-HQDRG,Male,1,No,No,40,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),37.11,1504.94,No
9028-CXTGE,Female,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),109.09,938.94,No
1640-XIOTT,Female,1,No,Yes,23,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,81.61,1837.19,No
9730-PJZVG,Male,1,No,Yes,19,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),42.1,809.92,No
6706-JXWYB,Female,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,116.9,1073.32,No
1656-TFFHU,Female,1,Yes,No,44,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.44,5007.17,Yes
6410-ILCPG,Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),65.44,3236.42,No
9167-YQWRP,Female,1,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.82,1781.31,No
8881-OPPWZ,Male,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),100.89,4689.27,Yes
7772-BKRCI,Male,1,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.23,429.49,No
9097-JBCTF,Male,1,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.09,3977.8,No
8524-MTJUD,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,90.74,6538.72,No
7678-RETYX,Male,0,No,No,15,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.74,826.63,No
6278-CIRJD,Female,1,No,Yes,34,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,58.42,2015.95,Yes
6914-BOZDN,Female,1,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,62.69,2918.21,No
1219-PFXDF,Female,1,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,104.23,7200.85,Yes
1262-UDQXE,Male,1,Yes,No,47,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,36.14,,Yes
7717-OMLRZ,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,30.27,757.64,No
2668-KJRCG,Male,0,No,Yes,43,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,32.96,1369.34,No
4236-ZVQXH,Male,1,No,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),83.76,3946.16,No
5631-UGTEV,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.67,1132.16,No
4027-PNBPK,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),64.43,4240.24,No
3092-NSERK,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.7,1351.88,Yes
9144-KEDJR,Male,1,No,No,11,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,44.39,536.99,No
9277-YEYMA,Male,0,No,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),110.07,7591.45,Yes
6997-LCTWU,Female,1,Yes,Yes,70,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,40.39,2803.57,No
2638-MJLMX,Female,1,Yes,Yes,54,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,76.13,4091.43,No
6858-OBPXS,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50.49,3619.9,Yes
3035-ANQZV,Female,1,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),82.1,3671.38,No
6922-KXNFM,Male,1,Yes,No,6,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),43.4,242.74,Yes
2564-DQDBZ,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.54,679.82,No
2547-USTRS,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,118.11,5541.7,Yes
3943-XUNKG,Male,1,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),116.32,1839.99,No
3854-EQUSS,Female,1,No,No,49,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,92.91,4577.68,No
9691-FDIFJ,Female,1,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),81.66,,Yes
8169-PPYMA,Male,1,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.08,1174.05,No
3368-DOZXY,Female,0,No,Yes,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,68.2,3702.47,No
7203-OZWUO,Male,1,No,No,34,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.58,3815.78,Yes
7098-YJUFZ,Female,0,No,Yes,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,27.89,1187.35,Yes
5645-WHONW,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.7,2203.42,Yes
1533-EFOYN,Male,1,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,36.31,2116.29,No
6011-WPVPF,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.53,3090.18,Yes
4629-FUNOB,Female,1,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),72.35,512.6,Yes
4806-QWXFA,Female,1,No,No,53,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.49,5955.71,No
9460-ENYUX,Male,1,Yes,No,38,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),30.54,1160.41,No
8344-VGWTI,Male,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,107.36,873.2,Yes
7186-REAVD,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,119.77,1565.06,Yes
6533-KUFFV,Female,0,No,Yes,71,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),112.44,7938.96,No
1558-JWHPY,Female,0,Yes,No,51,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,116.32,5973.29,Yes
9038-HMGFK,Female,1,No,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45.66,3060.06,No
8269-STHYO,Male,1,No,No,7,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,61.66,403.53,No
5223-DZWSE,Female,1,No,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.08,645.11,No
5032-ANURV,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.66,4834.29,No
8886-ISXPD,Female,1,Yes,No,43,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,66.87,2896.91,No
2328-IOEUD,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),97.22,572.87,No
9249-SUSZU,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.1,2471.44,No
4820-FWNAB,Female,1,Yes,Yes,7,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,82.63,622.09,Yes
6552-IAGLJ,Male,1,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,66.9,2175.74,No
6688-OYUIU,Female,1,Yes,Yes,4,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),69.44,279.85,No
5750-QJCVD,Male,0,No,No,38,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,35.52,1346.26,No
8818-PXQJU,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,49.55,,Yes
7573-UTYLR,Male,0,No,No,34,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),42.47,1465.22,No
3750-NNHFA,Female,1,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,106.52,1340.38,No
1077-MWWQO,Female,1,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,117.07,1519.97,Yes
5120-VKIFI,Female,1,Yes,No,35,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,86.62,3045.76,No
9835-IQGFF,Male,1,Yes,Yes,33,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,100.28,3269.67,Yes
3658-HSUBD,Male,1,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),107.15,7674.91,Yes
7244-HHBGJ,Male,1,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),68.37,3095.07,No
7920-HSZJJ,Male,0,No,Yes,36,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,50.34,1840.68,No
4580-FABWY,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,86.35,5590.27,Yes
4102-VGAOA,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,114.75,7250.99,No
7937-JPHJS,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,53.92,2224.33,No
9137-KNDKV,Female,1,No,No,57,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,77.61,4460.13,No
2114-INGAI,Female,1,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.84,1429.1,Yes
3898-DUFTH,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.86,1895.75,No
8079-OHQXU,Male,0,Yes,No,67,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),36.4,2487.97,Yes
5456-ZDBJO,Female,1,No,Yes,50,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,81.44,4080.97,No
3407-PMLRP,Male,1,Yes,No,11,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Electronic check,82.67,945.2,Yes
3853-TYWXD,Male,1,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),68.26,1265.61,No
5425-HFJZY,Female,1,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.47,5142.66,Yes
1964-KTTTV,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),72.44,4773.33,No
3940-BFXBJ,Male,1,Yes,No,49,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,109.4,5344.02,Yes
8504-MMKOM,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.5,1156.84,Yes
8379-VJELY,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.57,319.44,No
5117-XTZKN,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.75,2271.53,No
9893-CTBJC,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),52.47,2679.44,No
8998-BAPCL,Male,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.49,267.15,No
7980-BUTFX,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,68.71,385.28,No
7847-ZTWEI,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.3,1386.67,No
4776-IQTFR,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,98.63,3393.12,Yes
4914-CUSQF,Male,1,Yes,No,17,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,51.54,880.58,No
3855-GZXWG,Male,1,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.78,5050.93,Yes
3351-NMRYG,Male,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,89.51,2222.09,Yes
2069-LSFOD,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),49.08,109.5,No
9192-JMQUW,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),22.63,469.78,Yes
4597-YNJNY,Male,0,No,No,43,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),87.63,3775.29,Yes
8932-VOOVG,Male,1,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),83.62,3894.15,No
6567-ENDBK,Female,1,Yes,No,39,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.06,2363.49,Yes
7944-RTWSG,Female,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.0,2046.39,Yes
3162-RFVJG,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.79,1352.65,Yes
7259-TGDPW,Male,1,Yes,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,44.22,575.31,No
6279-ANSGT,Male,0,Yes,No,52,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,105.18,5497.46,No
7373-GKZGP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),118.53,1988.22,No
7082-SLXNQ,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),32.17,116.1,No
9925-TCTGE,Male,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,44.43,756.03,No
9150-QKLKY,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,63.39,1608.07,No
3166-CZSEY,Male,1,Yes,No,60,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.65,4142.13,No
1848-VAQBF,Female,0,Yes,No,24,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,23.3,,Yes
9536-AMARJ,Female,1,No,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,27.54,887.58,No
